pl_name,hostname,hip_name,sy_pnum
"Kepler-158 d","Kepler-158",,3
"Kepler-963 c","Kepler-963",,2
"Kepler-879 c","Kepler-879",,2
"Kepler-1489 c","Kepler-1489",,2
"Kepler-1672 b","Kepler-1672",,1
"KOI-4978 b","KOI-4978",,1
"Kepler-51 e","Kepler-51",,4
"Kepler-340 c","Kepler-340",,2
"Kepler-20 d","Kepler-20",,6
"Kepler-20 b","Kepler-20",,6
"Kepler-964 b","Kepler-964",,1
"Kepler-348 b","Kepler-348",,2
"TOI-7149 b","TOI-7149",,1
"TOI-7166 b","TOI-7166",,1
"TOI-2458 c","TOI-2458",,2
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L",,1
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L",,1
"HD 86728 b","HD 86728","HIP 49081",1
"Kepler-338 b","Kepler-338",,4
"KMT-2024-BLG-1044L b","KMT-2024-BLG-1044L",,1
"KMT-2022-BLG-2286L b","KMT-2022-BLG-2286L",,1
"KMT-2023-BLG-1743L b","KMT-2023-BLG-1743L",,1
"TOI-4504 d","TOI-4504",,3
"HD 73344 c","HD 73344","HIP 42403",3
"HD 73344 d","HD 73344","HIP 42403",3
"Kepler-111 b","Kepler-111",,2
"Kepler-970 b","Kepler-970",,1
"WASP-132 d","WASP-132",,3
"K2-360 c","EPIC 201595106",,2
"HD 20794 f","HD 20794","HIP 15510",4
"Gaia-4 b","Gaia-4",,1
"Gaia-5 b","Gaia-5",,1
"K2-99 c","K2-99",,2
"Gl 725 A b","Gl 725 A","HIP 91768",1
"KOBE-1 b","KOBE-1","HIP 5957",2
"KOBE-1 c","KOBE-1","HIP 5957",2
"TOI-2295 c","TOI-2295",,2
"TOI-2537 c","TOI-2537",,2
"GJ 2126 b","GJ 2126","HIP 83941",1
"KOI-1843.03","Kepler-974",,2
"TOI-2015 c","TOI-2015",,2
"TOI-2443 b","TOI-2443","HIP 12493",1
"Kepler-959 b","Kepler-959",,1
"Kepler-1051 b","Kepler-1051",,1
"Kepler-1774 b","Kepler-1774",,1
"Kepler-333 b","Kepler-333",,2
"Kepler-1675 b","Kepler-1675",,1
"Kepler-105 c","Kepler-105",,2
"Kepler-971 b","Kepler-971",,1
"Kepler-950 b","Kepler-950",,1
"Kepler-336 d","Kepler-336",,3
"Barnard c","Barnard's star","HIP 87937",4
"Kepler-1783 b","Kepler-1783",,1
"Barnard d","Barnard's star","HIP 87937",4
"Barnard e","Barnard's star","HIP 87937",4
"GJ 3998 d","GJ 3998","HIP 84460",3
"GJ 1289 b","GJ 1289",,1
"TOI-1266 d","TOI-1266",,3
"BD+05 4868 A b","BD+05 4868 A","HIP 107587",1
"ZTF J1230-2655 b","ZTF J1230-2655",,1
"ZTF J1828+2308 b","ZTF J1828+2308",,1
"LP 261-75 b","LP 261-75 A",,1
"KMT-2019-BLG-0578L b","KMT-2019-BLG-0578L",,1
"KMT-2021-BLG-0736L b","KMT-2021-BLG-0736L",,1
"G 268-110 b","G 268-110",,1
"G 192-15 b","G 192-15",,2
"G 192-15 c","G 192-15",,2
"G 261-6 b","G 261-6",,1
"Gl 410 b","Gl 410","HIP 53985",1
"Kepler-26 c","Kepler-26",,4
"Kepler-996 b","Kepler-996",,1
"Kepler-1029 b","Kepler-1029",,1
"Kepler-948 b","Kepler-948",,1
"Kepler-1057 b","Kepler-1057",,1
"TOI-7384 b","TOI-7384",,1
"Kepler-139 f","Kepler-139",,5
"TOI-771 c","TOI-771",,2
"OGLE-2016-BLG-0007L b","OGLE-2016-BLG-0007L",,1
"Kepler-1059 b","Kepler-1059",,1
"AT2021ueyL b","AT2021ueyL",,1
"Kepler-965 b","Kepler-965",,1
"Kepler-952 b","Kepler-952",,1
"Kepler-1048 b","Kepler-1048",,1
"Kepler-102 d","Kepler-102",,5
"K2-157 c","K2-157",,3
"K2-157 d","K2-157",,3
"HD 35843 b","HD 35843","HIP 25359",2
"KMT-2017-BLG-0849L b","KMT-2017-BLG-0849L",,1
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L",,1
"KMT-2017-BLG-2331L b","KMT-2017-BLG-2331L",,1
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L",,1
"TOI-2076 e","TOI-2076",,4
"HD 87816 b","HD 87816","HIP 49477",2
"HD 87816 c","HD 87816","HIP 49477",2
"HD 94890 b","HD 94890","HIP 53502",2
"HD 94890 c","HD 94890","HIP 53502",2
"HD 102888 b","HD 102888","HIP 57749",1
"TOI-6695 c","TOI-6695",,2
"TIC 434398831 b","TIC 434398831",,2
"Kepler-988 b","Kepler-988",,1
"TIC 434398831 c","TIC 434398831",,2
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L",,1
"KMT-2022-BLG-1790L b","KMT-2022-BLG-1790L",,1
"KMT-2022-BLG-2076L b","KMT-2022-BLG-2076L",,1
"KMT-2023-BLG-2209L b","KMT-2023-BLG-2209L",,1
"TOI-1117 c","TOI-1117",,3
"Kepler-977 b","Kepler-977",,1
"TOI-1117 d","TOI-1117",,3
"Kepler-725 c","Kepler-725",,2
"TIC 88785435 b","TIC 88785435",,1
"KOI-134 c","KOI-134",,2
"L 98-59 f","L 98-59",,5
"TOI-201 c","TOI-201","HIP 27515",2
"HD 135344 A b","HD 135344 A",,1
"Kepler-947 b","Kepler-947",,1
"MOA-2022-BLG-091L b","MOA-2022-BLG-091L",,1
"KMT-2024-BLG-1209L b","KMT-2024-BLG-1209L",,1
"BEBOP-3 b","BEBOP-3",,1
"OGLE-2015-BLG-1609L b","OGLE-2015-BLG-1609L",,1
"GJ 9773 b","GJ 9773","HIP 109638",1
"GJ 508.2 b","GJ 508.2","HIP 65143",1
"MOA-2022-BLG-033L b","MOA-2022-BLG-033L",,1
"KMT-2023-BLG-0119L b","KMT-2023-BLG-0119L",,1
"Kepler-1781 b","Kepler-1781",,1
"KMT-2023-BLG-1896L b","KMT-2023-BLG-1896L",,1
"HD 224018 b","HD 224018",,3
"HD 224018 c","HD 224018",,3
"HD 224018 d","HD 224018",,3
"K2-73 c","K2-73",,2
"HIP 41378 g","HIP 41378","HIP 41378",6
"HD 28471 b","HD 28471","HIP 20625",3
"HD 28471 c","HD 28471","HIP 20625",3
"HD 28471 d","HD 28471","HIP 20625",3
"WISPIT 1 b","WISPIT 1",,2
"WISPIT 1 c","WISPIT 1",,2
"WISPIT 2 b","WISPIT 2",,1
"GJ 536 c","GJ 536","HIP 68469",2
"TOI-2141 c","TOI-2141",,3
"TOI-2141 d","TOI-2141",,3
"Kepler-343 b","Kepler-343",,2
"KMT-2024-BLG-0404L b","KMT-2024-BLG-0404L",,2
"KMT-2024-BLG-0404L c","KMT-2024-BLG-0404L",,2
"TOI-5799 c","TOI-5799",,2
"TOI-1203 b","TOI-1203","HIP 54779",4
"TOI-1203 c","TOI-1203","HIP 54779",4
"TOI-1203 e","TOI-1203","HIP 54779",4
"NGTS-32 b","NGTS-32",,1
"HD 143811 AB b","HD 143811 A","HIP 78663",1
"Kepler-107 c","Kepler-107",,4
"Kepler-1021 b","Kepler-1021",,1
"HD 23079 c","HD 23079","HIP 17096",2
"HD 196067 c","HD 196067","HIP 102125",2
"TOI-2093 b","TOI-2093",,2
"HIP 18606 b","HIP 18606","HIP 18606",1
"HIP 111909 b","HIP 111909","HIP 111909",2
"HIP 111909 c","HIP 111909","HIP 111909",2
"OGLE-2016-BLG-1266L b","OGLE-2016-BLG-1266L",,1
"BD+37 3172 b","BD+37 3172",,1
"BD+42 2315 b","BD+42 2315",,1
"55 Cnc B b","55 Cnc B",,7
"Kepler-1006 b","Kepler-1006",,1
"55 Cnc B c","55 Cnc B",,7
"GJ 251 c","GJ 251","HIP 33226",2
"TOI-7510 b","TOI-7510",,3
"TOI-7510 c","TOI-7510",,3
"TOI-7510 d","TOI-7510",,3
"TOI-756 c","TOI-756",,2
"Kepler-1009 b","Kepler-1009",,1
"Kepler-351 c","Kepler-351",,3
"Kepler-1027 b","Kepler-1027",,1
"Kepler-1035 b","Kepler-1035",,1
"BEBOP-4 AB b","BEBOP-4 A",,1
"KMT-2023-BLG-0548L b","KMT-2023-BLG-0548L",,1
"Kepler-986 b","Kepler-986",,1
"KMT-2023-BLG-0830L b","KMT-2023-BLG-0830L",,1
"KMT-2023-BLG-0949L b","KMT-2023-BLG-0949L",,1
"KMT-2024-BLG-1281L b","KMT-2024-BLG-1281L",,1
"KMT-2024-BLG-2059L b","KMT-2024-BLG-2059L",,1
"KMT-2024-BLG-2242L b","KMT-2024-BLG-2242L",,1
"2MASS J22501512+2325342 b","2MASS J22501512+2325342",,1
"TOI-1422 c","TOI-1422",,2
"Kepler-1780 b","Kepler-1780",,1
"Kepler-49 d","Kepler-49",,4
"Kepler-978 b","Kepler-978",,1
"Kepler-1002 b","Kepler-1002",,1
"TOI-1472 c","TOI-1472",,2
"CD-35 2722 b","CD-35 2722",,1
"HIP 54515 b","HIP 54515","HIP 54515",1
"Kepler-1005 b","Kepler-1005",,1
"TOI-6041 c","TOI-6041",,2
"V2376 Ori b","V2376 Ori",,1
"HD 128717 b","HD 128717","HIP 71425",1
"NGTS-34 b","NGTS-34",,1
"KMT-2024-BLG-1005L b","KMT-2024-BLG-1005L",,1
"Kepler-341 c","Kepler-341",,4
"Kepler-1015 b","Kepler-1015",,1
"Kepler-1769 b","Kepler-1769",,1
"Kepler-972 b","Kepler-972",,1
"Kepler-11 e","Kepler-11",,6
"Kepler-1770 b","Kepler-1770",,1
"Kepler-1676 b","Kepler-1676",,1
"TOI-5789 c","TOI-5789","HIP 99452",4
"TOI-5789 b","TOI-5789","HIP 99452",4
"TOI-5789 d","TOI-5789","HIP 99452",4
"TOI-5789 e","TOI-5789","HIP 99452",4
"KMT-2022-BLG-1818L b","KMT-2022-BLG-1818L",,2
"KMT-2022-BLG-1818L c","KMT-2022-BLG-1818L",,2
"GJ 3090 c","GJ 3090","HIP 6365",2
"Kepler-961 b","Kepler-961",,1
"KOINTREAU-1 b","XEST 17-036",,1
"KMT-2025-BLG-1616L b","KMT-2025-BLG-1616L",,1
"HD 176986 d","HD 176986","HIP 93540",3
"HD 85426 c","TOI-1774","HIP 48443",2
"GJ 4274 b","GJ 4274",,2
"GJ 4274 c","GJ 4274",,2
"Kepler-1778 b","Kepler-1778",,1
"Kepler-1025 b","Kepler-1025",,1
"Kepler-107 b","Kepler-107",,4
"Kepler-1782 b","Kepler-1782",,1
"Kepler-985 b","Kepler-985",,1
"Kepler-327 b","Kepler-327",,3
"Kepler-25 c","Kepler-25",,3
"Kepler-946 b","Kepler-946",,1
"Kepler-1014 b","Kepler-1014",,1
"Kepler-1010 b","Kepler-1010",,1
"Kepler-321 c","Kepler-321",,2
"Kepler-1038 b","Kepler-1038",,2
"Kepler-322 c","Kepler-322",,2
"Kepler-993 b","Kepler-993",,1
"Kepler-1013 b","Kepler-1013",,1
"Kepler-1054 b","Kepler-1054",,1
"Kepler-1033 b","Kepler-1033",,1
"Kepler-953 b","Kepler-953",,2
"Kepler-349 b","Kepler-349",,2
"Kepler-1784 b","Kepler-1784",,1
"Kepler-1768 b","Kepler-1768",,1
"Kepler-37 d","Kepler-37",,4
"Kepler-330 c","Kepler-330",,2
"Kepler-1003 b","Kepler-1003",,1
"Kepler-1055 b","Kepler-1055",,1
"Kepler-1008 b","Kepler-1008",,1
"Kepler-1045 b","Kepler-1045",,1
"Kepler-983 b","Kepler-983",,1
"Kepler-980 b","Kepler-980",,1
"Kepler-963 b","Kepler-963",,2
"Kepler-127 d","Kepler-127",,3
"Kepler-329 c","Kepler-329",,2
"Kepler-1674 b","Kepler-1674",,1
"Kepler-1039 b","Kepler-1039",,1
"Kepler-1018 b","Kepler-1018",,1
"Kepler-335 b","Kepler-335",,2
"Kepler-1779 b","Kepler-1779",,1
"Kepler-1030 b","Kepler-1030",,1
"Kepler-25 b","Kepler-25",,3
"Kepler-1058 b","Kepler-1058",,1
"Kepler-1007 b","Kepler-1007",,1
"Kepler-1016 b","Kepler-1016",,2
"Kepler-345 c","Kepler-345",,2
"Kepler-958 b","Kepler-958",,1
"Kepler-326 c","Kepler-326",,3
"Kepler-352 c","Kepler-352",,3
"Kepler-346 b","Kepler-346",,2
"Kepler-127 c","Kepler-127",,3
"Kepler-987 b","Kepler-987",,1
"Kepler-999 b","Kepler-999",,1
"Kepler-962 b","Kepler-962",,1
"Kepler-344 b","Kepler-344",,2
"Kepler-1020 b","Kepler-1020",,1
"Kepler-984 b","Kepler-984",,1
"Kepler-479 b","Kepler-479",,1
"Kepler-1012 b","Kepler-1012",,1
"Kepler-949 b","Kepler-949",,2
"Kepler-979 b","Kepler-979",,1
"Kepler-1996 c","Kepler-1996",,2
"Kepler-982 b","Kepler-982",,1
"Kepler-1044 b","Kepler-1044",,1
"Kepler-66 b","Kepler-66",,1
"Kepler-1052 b","Kepler-1052",,2
"Kepler-93 b","Kepler-93",,2
"Kepler-960 b","Kepler-960",,1
"Kepler-976 b","Kepler-976",,1
"Kepler-342 b","Kepler-342",,4
"Kepler-318 b","Kepler-318",,2
"Kepler-409 b","Kepler-409",,1
"Kepler-1011 b","Kepler-1011",,1
"Kepler-990 b","Kepler-990",,2
"Kepler-1056 b","Kepler-1056",,1
"Kepler-493 b","Kepler-493",,1
"KOI-1783.01","KOI-1783",,2
"Kepler-1022 b","Kepler-1022",,1
"Kepler-1046 b","Kepler-1046",,1
"Kepler-1000 b","Kepler-1000",,1
"Kepler-1776 b","Kepler-1776",,1
"Kepler-1677 b","Kepler-1677",,1
"Kepler-473 b","Kepler-473",,1
"Kepler-334 c","Kepler-334",,3
"Kepler-337 c","Kepler-337",,2
"Kepler-1037 b","Kepler-1037",,1
"Kepler-989 b","Kepler-989",,1
"Kepler-1019 b","Kepler-1019",,1
"Kepler-332 b","Kepler-332",,3
"Kepler-497 b","Kepler-497",,1
"Kepler-994 b","Kepler-994",,1
"Kepler-1043 b","Kepler-1043",,1
"Kepler-992 b","Kepler-992",,1
"Kepler-981 b","Kepler-981",,1
"Kepler-1049 b","Kepler-1049",,1
"Kepler-969 b","Kepler-969",,2
"Kepler-954 b","Kepler-954",,1
"Kepler-1709 b","Kepler-1709",,1
"Kepler-1040 b","Kepler-1040",,1
"Kepler-339 b","Kepler-339",,3
"Kepler-447 b","Kepler-447",,1
"Kepler-1050 b","Kepler-1050",,2
"Kepler-1001 b","Kepler-1001",,2
"Kepler-1673 b","Kepler-1673",,1
"Kepler-957 b","Kepler-957",,1
"Kepler-1771 b","Kepler-1771",,1
"Kepler-956 b","Kepler-956",,1
"Kepler-998 b","Kepler-998",,1
"Kepler-347 b","Kepler-347",,3
"Kepler-411 c","Kepler-411",,4
"Kepler-45 b","Kepler-45",,1
"Kepler-324 c","Kepler-324",,4
"Kepler-1041 b","Kepler-1041",,1
"Kepler-991 b","Kepler-991",,1
"Kepler-1023 b","Kepler-1023",,1
"Kepler-1028 b","Kepler-1028",,1
"Kepler-1004 b","Kepler-1004",,1
"Kepler-325 b","Kepler-325",,3
"Kepler-997 b","Kepler-997",,1
"Kepler-973 b","Kepler-973",,1
"Kepler-1036 b","Kepler-1036",,1
"Kepler-65 c","Kepler-65",,4
"Kepler-968 b","Kepler-968",,3
"Kepler-966 b","Kepler-966",,1
"Kepler-1061 b","Kepler-1061",,1
"Kepler-1047 b","Kepler-1047",,2
"Kepler-188 b","Kepler-188",,2
"Kepler-1062 b","Kepler-1062",,1
"Kepler-1063 b","Kepler-1063",,1
"Kepler-1112 b","Kepler-1112",,1
"Kepler-1681 b","Kepler-1681",,1
"Kepler-91 b","Kepler-91",,1
"Kepler-1113 b","Kepler-1113",,1
"Kepler-361 c","Kepler-361",,2
"Kepler-1114 b","Kepler-1114",,1
"Kepler-1115 b","Kepler-1115",,1
"Kepler-1116 b","Kepler-1116",,1
"Kepler-1117 b","Kepler-1117",,1
"Kepler-1118 b","Kepler-1118",,1
"Kepler-1119 b","Kepler-1119",,1
"Kepler-1120 b","Kepler-1120",,1
"Kepler-362 c","Kepler-362",,2
"Kepler-104 b","Kepler-104",,3
"Kepler-363 d","Kepler-363",,3
"Kepler-1121 b","Kepler-1121",,1
"Kepler-1979 b","Kepler-1979",,1
"Kepler-1786 b","Kepler-1786",,1
"Kepler-1122 b","Kepler-1122",,1
"Kepler-364 c","Kepler-364",,2
"Kepler-1799 b","Kepler-1799",,1
"Kepler-1123 b","Kepler-1123",,1
"Kepler-1124 b","Kepler-1124",,1
"Kepler-1800 b","Kepler-1800",,1
"Kepler-1125 b","Kepler-1125",,1
"Kepler-1068 b","Kepler-1068",,1
"Kepler-1126 b","Kepler-1126",,2
"Kepler-365 b","Kepler-365",,2
"Kepler-1127 b","Kepler-1127",,1
"Kepler-427 b","Kepler-427",,1
"Kepler-1128 b","Kepler-1128",,1
"Kepler-1129 b","Kepler-1129",,2
"Kepler-366 b","Kepler-366",,2
"Kepler-1130 b","Kepler-1130",,3
"Kepler-354 b","Kepler-354",,3
"Kepler-1131 b","Kepler-1131",,1
"Kepler-1801 b","Kepler-1801",,2
"Kepler-367 b","Kepler-367",,2
"Kepler-368 b","Kepler-368",,2
"Kepler-1132 b","Kepler-1132",,1
"Kepler-369 c","Kepler-369",,2
"Kepler-1133 b","Kepler-1133",,1
"Kepler-1069 b","Kepler-1069",,1
"Kepler-1804 b","Kepler-1804",,1
"Kepler-1134 b","Kepler-1134",,1
"Kepler-370 c","Kepler-370",,2
"Kepler-462 b","Kepler-462",,2
"Kepler-1135 b","Kepler-1135",,1
"Kepler-1070 b","Kepler-1070",,1
"Kepler-1805 b","Kepler-1805",,1
"Kepler-478 b","Kepler-478",,1
"Kepler-1136 b","Kepler-1136",,1
"Kepler-371 b","Kepler-371",,2
"Kepler-372 c","Kepler-372",,3
"Kepler-1137 b","Kepler-1137",,1
"Kepler-1806 b","Kepler-1806",,1
"Kepler-1138 b","Kepler-1138",,1
"Kepler-1071 b","Kepler-1071",,1
"Kepler-1139 b","Kepler-1139",,1
"Kepler-1807 b","Kepler-1807",,1
"Kepler-1140 b","Kepler-1140",,1
"Kepler-1141 b","Kepler-1141",,1
"Kepler-1142 b","Kepler-1142",,1
"Kepler-1143 b","Kepler-1143",,2
"Kepler-1072 b","Kepler-1072",,1
"Kepler-490 b","Kepler-490",,1
"Kepler-1144 b","Kepler-1144",,1
"Kepler-1145 b","Kepler-1145",,1
"Kepler-1146 b","Kepler-1146",,1
"Kepler-1808 b","Kepler-1808",,1
"Kepler-373 b","Kepler-373",,2
"Kepler-1809 b","Kepler-1809",,1
"Kepler-374 c","Kepler-374",,3
"Kepler-1147 b","Kepler-1147",,1
"Kepler-1148 b","Kepler-1148",,1
"Kepler-1149 b","Kepler-1149",,1
"Kepler-1150 b","Kepler-1150",,1
"Kepler-1151 b","Kepler-1151",,1
"Kepler-1682 b","Kepler-1682",,1
"Kepler-114 c","Kepler-114",,3
"Kepler-1064 b","Kepler-1064",,1
"Kepler-355 c","Kepler-355",,2
"Kepler-1810 b","Kepler-1810",,1
"Kepler-375 c","Kepler-375",,2
"Kepler-1811 b","Kepler-1811",,1
"Kepler-481 b","Kepler-481",,1
"Kepler-1812 b","Kepler-1812",,1
"Kepler-1153 b","Kepler-1153",,1
"Kepler-1154 b","Kepler-1154",,2
"Kepler-1155 b","Kepler-1155",,1
"Kepler-1156 b","Kepler-1156",,1
"Kepler-1157 b","Kepler-1157",,1
"TrES-2 b","TrES-2",,1
"Kepler-1813 b","Kepler-1813",,1
"Kepler-1814 b","Kepler-1814",,2
"Kepler-356 c","Kepler-356",,2
"Kepler-1158 b","Kepler-1158",,1
"Kepler-1159 b","Kepler-1159",,1
"Kepler-1160 b","Kepler-1160",,1
"Kepler-1161 b","Kepler-1161",,1
"Kepler-1162 b","Kepler-1162",,2
"Kepler-1815 b","Kepler-1815",,1
"Kepler-1163 b","Kepler-1163",,1
"Kepler-1164 b","Kepler-1164",,1
"Kepler-1165 c","Kepler-1165",,2
"Kepler-1166 b","Kepler-1166",,1
"Kepler-23 c","Kepler-23",,3
"Kepler-1167 b","Kepler-1167",,1
"Kepler-1168 b","Kepler-1168",,1
"Kepler-1073 b","Kepler-1073",,3
"Kepler-1169 b","Kepler-1169",,1
"Kepler-1170 b","Kepler-1170",,1
"Kepler-79 d","Kepler-79",,4
"Kepler-480 b","Kepler-480",,1
"Kepler-1171 b","Kepler-1171",,1
"Kepler-376 c","Kepler-376",,2
"Kepler-377 c","Kepler-377",,2
"Kepler-1172 b","Kepler-1172",,1
"Kepler-1173 b","Kepler-1173",,1
"Kepler-1787 b","Kepler-1787",,1
"Kepler-1174 b","Kepler-1174",,1
"Kepler-12 b","Kepler-12",,1
"Kepler-1175 b","Kepler-1175",,1
"Kepler-1176 b","Kepler-1176",,1
"Kepler-378 b","Kepler-378",,2
"Kepler-379 c","Kepler-379",,2
"Kepler-1816 b","Kepler-1816",,1
"Kepler-1817 b","Kepler-1817",,1
"Kepler-1074 b","Kepler-1074",,1
"Kepler-113 c","Kepler-113",,2
"Kepler-1683 b","Kepler-1683",,1
"Kepler-1177 b","Kepler-1177",,1
"Kepler-1818 b","Kepler-1818",,1
"Kepler-1819 b","Kepler-1819",,1
"Kepler-1179 b","Kepler-1179",,1
"Kepler-1075 b","Kepler-1075",,1
"Kepler-122 b","Kepler-122",,5
"Kepler-1180 b","Kepler-1180",,1
"Kepler-1181 b","Kepler-1181",,2
"Kepler-1182 b","Kepler-1182",,1
"Kepler-1820 b","Kepler-1820",,1
"Kepler-1183 b","Kepler-1183",,1
"Kepler-1184 b","Kepler-1184",,1
"Kepler-1821 b","Kepler-1821",,1
"Kepler-1076 b","Kepler-1076",,1
"Kepler-112 c","Kepler-112",,2
"Kepler-1788 b","Kepler-1788",,1
"Kepler-1065 b","Kepler-1065",,2
"Kepler-2001 c","Kepler-2001",,2
"Kepler-1077 b","Kepler-1077",,1
"Kepler-1078 b","Kepler-1078",,1
"Kepler-1789 b","Kepler-1789",,1
"Kepler-1678 b","Kepler-1678",,1
"Kepler-1079 b","Kepler-1079",,1
"Kepler-18 d","Kepler-18",,3
"Kepler-1080 b","Kepler-1080",,1
"Kepler-1066 b","Kepler-1066",,1
"Kepler-1081 b","Kepler-1081",,1
"Kepler-1082 b","Kepler-1082",,1
"Kepler-357 d","Kepler-357",,3
"Kepler-1083 b","Kepler-1083",,1
"Kepler-1084 b","Kepler-1084",,1
"Kepler-1085 c","Kepler-1085",,2
"Kepler-114 b","Kepler-114",,3
"Kepler-1086 b","Kepler-1086",,2
"Kepler-1087 b","Kepler-1087",,1
"Kepler-358 c","Kepler-358",,2
"Kepler-353 c","Kepler-353",,2
"Kepler-1790 b","Kepler-1790",,1
"Kepler-1791 b","Kepler-1791",,1
"Kepler-1792 b","Kepler-1792",,1
"Kepler-60 b","Kepler-60",,3
"Kepler-110 c","Kepler-110",,2
"Kepler-1088 b","Kepler-1088",,1
"Kepler-1089 b","Kepler-1089",,1
"Kepler-1995 b","Kepler-1995",,1
"Kepler-1793 b","Kepler-1793",,1
"Kepler-359 c","Kepler-359",,3
"Kepler-1090 c","Kepler-1090",,2
"Kepler-1091 b","Kepler-1091",,1
"Kepler-113 b","Kepler-113",,2
"Kepler-1794 b","Kepler-1794",,1
"Kepler-1092 b","Kepler-1092",,1
"Kepler-1093 b","Kepler-1093",,2
"Kepler-1094 b","Kepler-1094",,1
"Kepler-1095 b","Kepler-1095",,1
"Kepler-85 b","Kepler-85",,4
"Kepler-1096 b","Kepler-1096",,1
"Kepler-1097 b","Kepler-1097",,1
"Kepler-1098 b","Kepler-1098",,1
"Kepler-1099 b","Kepler-1099",,1
"Kepler-48 d","Kepler-48",,5
"Kepler-1100 b","Kepler-1100",,1
"Kepler-1679 b","Kepler-1679",,1
"Kepler-1101 b","Kepler-1101",,1
"Kepler-1102 b","Kepler-1102",,1
"Kepler-1103 b","Kepler-1103",,1
"Kepler-1104 b","Kepler-1104",,1
"Kepler-1067 c","Kepler-1067",,2
"Kepler-360 b","Kepler-360",,2
"Kepler-417 c","Kepler-417",,2
"Kepler-106 e","Kepler-106",,4
"Kepler-114 d","Kepler-114",,3
"Kepler-1105 b","Kepler-1105",,1
"Kepler-67 b","Kepler-67",,1
"Kepler-1106 b","Kepler-1106",,1
"Kepler-1795 b","Kepler-1795",,1
"Kepler-1107 b","Kepler-1107",,1
"Kepler-1680 b","Kepler-1680",,1
"Kepler-1785 b","Kepler-1785",,1
"Kepler-1108 b","Kepler-1108",,1
"Kepler-1109 b","Kepler-1109",,1
"Kepler-103 c","Kepler-103",,2
"Kepler-1796 b","Kepler-1796",,1
"Kepler-1797 b","Kepler-1797",,1
"Kepler-1110 b","Kepler-1110",,1
"Kepler-1111 b","Kepler-1111",,1
"Kepler-1798 b","Kepler-1798",,1
"Kepler-106 b","Kepler-106",,4
"Kepler-104 d","Kepler-104",,3
"Kepler-100 b","Kepler-100",,4
"Kepler-100 d","Kepler-100",,4
"Kepler-101 c","Kepler-101",,2
"Kepler-20 f","Kepler-20",,6
"Kepler-33 b","Kepler-33",,5
"Kepler-102 f","Kepler-102",,5
"Kepler-102 c","Kepler-102",,5
"Kepler-102 b","Kepler-102",,5
"KOI-94 b","KOI-94",,4
"Kepler-37 c","Kepler-37",,4
"Kepler-37 b","Kepler-37",,4
"Kepler-37 e","Kepler-37",,4
"Kepler-68 c","Kepler-68",,4
"Kepler-49 e","Kepler-49",,4
"Kepler-34 b","Kepler-34",,1
"Kepler-115 b","Kepler-115",,2
"Kepler-116 c","Kepler-116",,2
"Kepler-50 c","Kepler-50",,2
"Kepler-276 d","Kepler-276",,3
"Kepler-280 c","Kepler-280",,2
"Kepler-281 b","Kepler-281",,3
"Kepler-799 c","Kepler-799",,2
"Kepler-57 c","Kepler-57",,2
"Kepler-1991 b","Kepler-1991",,2
"Kepler-804 c","Kepler-804",,2
"Kepler-285 c","Kepler-285",,2
"Kepler-128 c","Kepler-128",,2
"Kepler-288 b","Kepler-288",,3
"Kepler-58 c","Kepler-58",,4
"Kepler-449 b","Kepler-449",,2
"Kepler-825 c","Kepler-825",,2
"Kepler-289 b","Kepler-289",,4
"Kepler-1987 e","Kepler-1987",,4
"Kepler-291 c","Kepler-291",,2
"Kepler-292 e","Kepler-292",,5
"Kepler-293 c","Kepler-293",,2
"Kepler-129 c","Kepler-129",,3
"Kepler-298 c","Kepler-298",,3
"Kepler-508 b","Kepler-508",,1
"Kepler-299 d","Kepler-299",,4
"Kepler-300 b","Kepler-300",,2
"Kepler-303 c","Kepler-303",,2
"Kepler-1152 b","Kepler-1152",,1
"Kepler-1186 b","Kepler-1186",,1
"Kepler-1187 b","Kepler-1187",,1
"Kepler-1822 b","Kepler-1822",,1
"Kepler-1188 b","Kepler-1188",,1
"Kepler-1189 b","Kepler-1189",,1
"Kepler-1190 b","Kepler-1190",,1
"Kepler-1823 b","Kepler-1823",,1
"Kepler-1824 b","Kepler-1824",,1
"Kepler-520 c","Kepler-520",,2
"Kepler-126 b","Kepler-126",,3
"Kepler-1825 b","Kepler-1825",,1
"Kepler-1191 b","Kepler-1191",,1
"Kepler-1192 b","Kepler-1192",,1
"Kepler-1826 b","Kepler-1826",,1
"Kepler-1193 b","Kepler-1193",,1
"Kepler-1827 b","Kepler-1827",,1
"Kepler-380 b","Kepler-380",,2
"Kepler-129 b","Kepler-129",,3
"Kepler-136 c","Kepler-136",,2
"Kepler-1194 b","Kepler-1194",,1
"Kepler-1195 b","Kepler-1195",,1
"Kepler-1196 b","Kepler-1196",,1
"Kepler-1197 b","Kepler-1197",,1
"Kepler-1198 b","Kepler-1198",,1
"Kepler-1199 b","Kepler-1199",,1
"Kepler-36 c","Kepler-36",,2
"Kepler-1200 b","Kepler-1200",,1
"Kepler-138 b","Kepler-138",,4
